track_id,label,reason,unique_frame_count,q_span_m,q_span_fraction,static_median_residual_m,static_p90_residual_m,static_max_residual_m,E_static_m,drawer_median_residual_m,drawer_p90_residual_m,drawer_max_residual_m,E_drawer_m,observation_confidence
22,unknown,unknown_insufficient_support,3,0.00019289409045231132,0.0006424886520124074,0.053703806606734183,0.05631222361514593,0.056964327867248865,0.05631222361514593,0.05355542519072427,0.05628254733194395,0.056964327867248865,0.05628254733194395,0.9981402158737183
23,unknown,unknown_absolute_residual,4,0.2117328619537343,0.7052365406550165,0.13079673811758405,0.252144851648882,0.28074937227302055,0.252144851648882,0.14624228122644017,0.3247856070092776,0.3793611225215586,0.3247856070092776,0.7052400559186935
24,unknown,unknown_insufficient_support,2,0.0011284266228279716,0.0037585459362473148,0.033567593519858344,0.033567593519858496,0.03356759351985854,0.033567593519858496,0.03300878443620915,0.0330087844362093,0.03300878443620933,0.0330087844362093,0.8085050880908966
25,unknown,unknown_insufficient_support,2,0.0011284266228279716,0.0037585459362473148,0.030186231661185316,0.03018623166118532,0.03018623166118532,0.03018623166118532,0.029628435341263557,0.029628435341263568,0.02962843534126357,0.029628435341263568,0.9762335121631622
26,unknown,unknown_insufficient_support,3,0.12346363394546822,0.411230761710599,0.06897579845611647,0.2302508735447002,0.2705696423168461,0.2302508735447002,0.0999426053678647,0.3076774880447061,0.35961120871391644,0.3076774880447061,0.9420689543088278
27,unknown,unknown_absolute_residual,4,0.12346363394546822,0.411230761710599,0.053927479997897564,0.2276358256678576,0.287290124400789,0.2276358256678576,0.06833010991321051,0.30358818548405997,0.3863673836425476,0.30358818548405997,0.7579471617937088
28,unknown,unknown_absolute_residual,18,0.3002295680213606,1.0,0.06681491947229867,0.7591792363091291,0.9744397263978314,0.7591792363091291,0.072417046331899,0.9950683343277549,1.264135970806241,0.9950683343277549,0.9656875961356692
29,unknown,unknown_absolute_residual,5,0.1583840011236365,0.5275429804181307,0.20972899355321942,0.2532351952769007,0.26839399313610796,0.2532351952769007,0.29183999984558257,0.333958592940681,0.3619901981933501,0.333958592940681,0.9999559760093689
30,unknown,unknown_insufficient_support,3,0.019908451540738836,0.06631076236742411,0.013366228716649255,0.049523624447970094,0.0585629733808003,0.049523624447970094,0.019098947700596173,0.06377946451074201,0.07494959371327847,0.06377946451074201,0.9999936819076538
31,unknown,unknown_insufficient_support,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,unknown,unknown_insufficient_support,3,0.05919969964910532,0.1971814436507913,0.029126189285814785,0.13034491416671176,0.15564959538693598,0.13034491416671176,0.03036472643079069,0.16930698611489342,0.2040425510359191,0.16930698611489342,0.8001422782739004
33,unknown,unknown_absolute_residual,5,0.2117328619537343,0.7052365406550165,0.09293612295188902,0.2720647576187939,0.29129834436266167,0.2720647576187939,0.13641699305429378,0.40382806016679884,0.4313679466150283,0.40382806016679884,0.8164991199970245
34,unknown,unknown_absolute_residual,10,0.2996387806033801,0.9980322144088805,0.19738153767287722,0.4753533443191119,0.7574495443036032,0.4753533443191119,0.24135434204504247,0.6146202231280488,0.9422407213403082,0.6146202231280488,0.8367171317338944
35,unknown,unknown_absolute_residual,7,0.27760910093009805,0.9246560981973196,0.04980579039241561,0.3695224072911763,0.7461825176914634,0.3695224072911763,0.06407004971553852,0.4844242905594403,0.9725254392769128,0.4844242905594403,0.9336873888969421
36,static,static_track,4,0.045213219262714155,0.15059549117926102,0.01604515102308868,0.03495611342009536,0.040077414365372675,0.03495611342009536,0.02136324124648893,0.058276097226791834,0.0663756091714417,0.058276097226791834,0.9871475249528885
37,unknown,unknown_absolute_residual,6,0.12346363394546822,0.411230761710599,0.061050375403752785,0.2511830611262398,0.27425554618728815,0.2511830611262398,0.08995399871668311,0.32911140819733,0.35694553751822905,0.32911140819733,0.9174582262833914
38,unknown,unknown_absolute_residual,4,0.07293716335462896,0.24293797521448543,0.09281246799548698,0.12355077162569568,0.12367661523632738,0.12355077162569568,0.11323106653723425,0.16080231086890118,0.16283977525863216,0.16080231086890118,0.8655452728271484
39,unknown,unknown_absolute_residual,4,0.2117328619537343,0.7052365406550165,0.03981486432974974,0.5076925852856431,0.6997714159143399,0.5076925852856431,0.04813917485163867,0.6486030322515643,0.8948776199158293,0.6486030322515643,0.8987488746643066
40,unknown,unknown_absolute_residual,6,0.17589940581780827,0.5858830193743392,0.1427802133388578,0.37718764636106383,0.45314833552084965,0.37718764636106383,0.19263990394181313,0.4764983082088696,0.5702469702899843,0.4764983082088696,0.8698512315750122
41,unknown,unknown_absolute_residual,10,0.3002295680213606,1.0,0.14878674690501453,0.3152013243270231,0.37719671935451526,0.3152013243270231,0.08660483517141387,0.1775278382933679,0.1934097384339324,0.1775278382933679,0.8977949976921081
